TIME,FSC-A,FSC-H,BSC-A,AF405-A,FITC-A,mCherry-A
0.6075543,468863.2,291699.5,383916.1,318.5451,111.7901,210.9429
0.6171314,428164.1,213547,557557.8,551.5629,480.7079,507.1329
0.6183886,383385.8,233922.1,338592.9,336.4764,219.938,254.1047
0.6274629,362972,219760.8,416522.2,1293.66,258.735,1579.292
0.6293029,658174.7,340008.5,649887.4,602.2305,700.5722,520.8911
0.6366515,423745.7,215386.1,470642.8,278.0966,485.5299,227.4438
0.6419886,358105.3,198842.6,303451.4,640.8505,245.3308,1863.243
0.6479657,540225.2,268607.4,491795.6,472.8335,353.3607,288.4631
0.66312,401355.6,201049,529983.9,355.7495,443.2971,453.7373
0.6645143,395102.8,227926.7,408732.3,403.5858,244.2101,319.5626
0.6708914,391327.5,178047.5,462840.1,274.8377,226.0134,175.8324
0.6724914,491680.7,256853,579323.8,312.6172,453.0737,564.4067
0.6762629,465251.2,248541.4,496936.2,1994.852,372.3536,3621.184
0.6893143,533266.5,245429,499687.6,7420.25,1366.786,10534.09
0.6911543,488670.6,245776.2,492556.6,1021.138,499.2585,3311
0.6933257,591988.8,322893.8,451208.5,219.7168,159.4643,163.0328
0.6938171,655688.9,296087.7,714403.8,3663.608,324.4583,4708.015
0.6962286,335382.9,196056,341941.8,539.7808,342.2274,650.347
0.6984,511748.8,235870.9,650151.1,1898.412,517.1603,1387.342
0.7012686,615619.6,295271.2,693304.4,306.9989,266.4914,380.8326
0.7052571,336411.5,190303.7,484639.1,1129.035,574.8175,987.4869
0.7138057,502262.2,256209,449376.3,1916.948,216.7233,2228.533
0.72064,668253.8,348075.8,733212.5,463.5287,170.8335,312.9416
0.7268,485554,246116.6,596494.6,434.0513,453.3392,405.7535
0.7402514,448778.4,254311.7,372442.9,284.983,301.2332,446.379
0.7824228,342078.5,215411.8,422927.4,298.4757,425.7492,569.5532
0.7952686,449778.8,218957.8,548942.3,1079.503,798.4715,1227.214
0.8004571,430469.6,214948.2,474256.4,376.4973,685.0593,596.2436
0.8009828,307695,168169.1,415239,346.0466,658.7965,624.9689
0.8094057,435306.5,241721.8,473721,553.996,583.7831,601.0213
0.8114285,458589.8,229704.2,505368.1,1886.306,410.1331,808.1155
0.8184686,467201.3,237127.5,587989.2,590.817,197.7746,687.0058
0.8196343,412148.9,207418.4,378100.3,2870.799,441.3948,7829.925
0.8256229,342825.8,175464.8,561192.2,4401.827,781.366,4060.543
0.8540229,388615.5,220540.3,379609.4,1293.188,166.5424,9229.108
0.8543314,344381.9,205521.1,359562,2178.603,360.2176,4095.388
0.85824,283811,149942.2,472761.8,2043.764,464.7821,3460.761
0.8701714,367842.6,191731.7,408627.1,525.6393,542.6415,538.9992
0.8837257,397037.5,226549.1,431223.1,1141.407,513.3853,984.4197
0.8943086,439419.3,189088.5,692467.6,572.6646,917.2955,911.6331
0.8957143,429980.2,232668.8,393300.4,2133.17,1227.17,9326.551
0.8985485,553463.4,250992,667724.4,277.0791,408.3193,354.5403
0.9147657,451939.9,223881.3,622257.8,2194.115,415.7809,1633.911
0.9358628,345251.9,170504.3,347502,301.3217,263.9551,307.8984
0.9741257,656602.6,273110.9,524144.2,3720.911,190.0329,3889.622
0.9782515,576576.6,232535.5,751754.8,5640.602,865.2271,6525.088
0.9921257,617961.8,265948.5,683902.4,518.222,618.4365,651.6594
0.99216,371620.5,190813.3,419022.1,488.081,227.1046,555.6328
1.00568,584627.3,271669.4,607241.6,1649.837,581.0698,7881.61
1.011086,489169,219354.2,672664.9,3146.359,721.084,5364.246
1.01488,451937.8,212065.3,563435.3,2308.368,824.3362,7242.367
1.016811,424445.4,240739.5,402081.4,99.8753,377.441,217.1068
1.024411,565834.2,285808.3,724911.4,172.0869,684.027,465.7701
1.026423,414952.2,206656.8,558175.4,299.7733,643.7555,500.9543
1.056286,494323.6,260565.8,522514.4,4482.636,520.3307,3420.165
1.075749,410367.9,200253.8,569438.6,731.6274,748.1578,847.7677
1.076149,507996,274927.5,607566.1,7109.623,602.7908,3865.88
1.08592,451164.1,218541.1,562256.6,370.0385,294.0371,1174.615
1.087017,509522.5,220403.7,582175,257.2603,390.3586,392.7327
1.094971,286416.5,150290.6,430625.8,2573.532,379.476,3620.21
1.0952,571459.9,304663.5,546423.4,623.6418,106.1276,676.595
1.10336,521627,281302.6,481107,274.9999,487.034,417.2112
1.118023,598976.7,293296.7,711469,484.9106,501.957,388.5301
1.126834,552220.7,315553.3,595469.9,1383.656,340.8412,1448.066
1.150971,468883.3,251015.5,521535.9,508.5043,538.5864,496.8991
1.164137,383339.3,233942.2,419462,194.6632,256.641,369.9795
1.164217,365303,206885.3,358237.3,228.1221,307.4708,264.7956
1.1684,656571.5,301650.7,643789.3,541.2259,710.4225,846.8387
1.16848,456346.1,247081,483323.4,1764.606,501.323,772.7396
1.170411,452081.1,225225.3,647112.6,447.7357,399.5602,458.5298
1.187269,597124.9,265123,775266.1,8946.426,1357.142,14533.09
1.197154,425177.9,256646.9,341742.8,217.0183,268.7623,254.5323
1.200023,499402.1,270885.4,536983,243.34,481.2535,405.3259
1.203703,441606.3,244376.2,428516,505.2897,291.7072,193.2033
1.219543,531988.1,253578.1,587403,304.6838,529.2668,665.4912
1.228937,414680.8,228608.8,360633.7,603.7788,268.7476,655.3607
1.238091,432965.3,234221.1,476500,415.4122,352.2104,498.477
1.263543,426025.9,227976,432858.1,464.5609,241.2903,409.0272
1.275097,504011.7,246536.6,778783.3,679.8687,659.0914,513.7097
1.292537,440118.8,294524.2,384300.6,2826.31,494.5988,321.922
1.313211,392515.5,188142.1,380757.6,136.0032,332.8341,306.2764
1.320937,572374.8,242812.6,685805.1,585.936,369.7878,370.2597
1.326354,462402.1,272844.3,393220.4,319.9755,105.9654,196.8898
1.334846,426910.1,230453.4,511478.8,293.9634,457.0699,467.8346
1.339623,499505.5,286527.4,591182.2,484.7778,323.8537,352.3727
1.339977,452139.9,261686.9,414075.6,490.2044,401.6394,481.9908
1.352926,452021.8,213829.3,510192.4,457.2469,577.7077,775.4233
1.3708,631932.7,340751,575465,1750.627,360.3208,5781.486
1.398343,455892.7,234293.9,462260,420.6323,357.0914,501.028
1.404057,515211.9,258072.6,473119.5,4142.62,603.7051,15190.25
1.40768,470450.8,248454.1,438094.6,368.2247,491.3104,428.1528
1.40856,356496.2,204596,413723.4,316.6576,701.0735,355.8675
1.409211,601135.9,263583,668600.6,416.3412,262.4215,546.446
1.41104,291512.2,149576,411526.8,360.9844,404.0725,306.3059
1.413371,506173.1,268990.4,556171.9,3219.072,353.051,1550.316
1.414697,427097.9,243045.6,532345.1,483.2885,344.513,306.5271
1.417669,495941.2,230582.2,790233.5,653.9745,440.687,657.7348
1.426217,367526.6,207261.6,391968.6,1241.975,174.6085,987.428
1.427269,379411.5,151791.4,628025.7,4516.463,1315.779,8263.977
1.465863,450368.8,259565.6,488472.2,359.9521,541.2259,502.0013
1.473669,576059.6,303943.4,452344.7,4378.292,390.1816,15727.36
1.479851,522627.9,321825.3,523316.6,434.3904,253.2642,988.1063
1.485074,406218.2,242500.2,359331.2,870.6979,663.8544,1827.159
1.490503,628114.2,297949.1,845489.4,422.0627,541.9042,815.8719
1.496149,466089.3,265807.4,452437.1,219.4071,415.8398,463.337
1.506331,567102.8,340405,547434.4,410.3543,213.0368,242.0719
1.511291,565230.8,336661.9,634153.6,433.6826,312.5582,355.1597
1.512514,393739.7,234338.7,293319,135.3102,131.1223,86.4416
1.521966,407314.6,249839.5,368933.5,187.9242,229.6852,308.8569
1.564149,424754.6,243068,374960.9,356.3541,300.0977,455.5658
1.570503,620801.7,313724.3,601712.6,345.1766,340.6643,346.371
1.57168,587192.3,294685.4,600435.3,1587.048,565.7339,5411.035
1.580183,338950.8,166968.5,492074.9,4419.582,810.2094,8408.104
1.586423,351495,212095.5,407718.3,2435.583,463.4108,1622.056
1.588114,301772.7,176663.2,444897.3,3283.306,578.1501,1913.084
1.59416,327178.4,202108.5,324197.3,700.6017,221.737,500.158
1.598034,676723.6,325705,762971,7096.75,1073.781,1100.25
1.602171,396110.6,187390.6,554772.8,4709.106,566.8398,10056.05
1.604594,600313.9,281407.8,704046.1,1038.936,664.5475,1879.272
1.615863,571296.1,305092.5,665534.8,6912.335,820.3252,9034.092
1.644514,413904.2,223304.5,377034.3,546.7999,192.0531,2665.239
1.669429,373533,203145.6,575281.4,370.5693,525.3444,395.6525
1.669589,293656.6,146121.9,486190.8,407.8917,584.8006,621.5036
1.674503,399180,203234.1,561678.4,546.0479,405.2816,435.8798
1.679349,499681.3,261918.7,509852.8,646.7784,2325.99,2096.187
1.681006,554833.5,323898.4,553101.4,845.659,143.1846,6696.305
1.700903,452615.2,208141.9,691844.3,344.2328,722.3227,692.4619
1.704971,325846.9,195881.3,413356.4,4383.749,518.7381,2017.015
1.716549,606807.3,276403.7,767282.6,6321.385,1076.008,16000.87
1.719909,669624.9,362469,771930.7,5036.337,815.4738,6878.714
1.726103,540259.8,251153.3,583090.7,2327.361,517.2635,1526.339
1.746091,412265.3,210728,437359.7,393.411,405.6061,432.6357
1.756434,323505.6,180897.9,345086.9,2469.455,407.5526,4072.311
1.756789,569993.9,242265,828856.8,553.9813,698.1096,849.0801
1.759326,441931.8,244765.9,618823.1,579.6689,548.9824,688.967
1.77264,561614.6,317460.7,480634.3,1679.757,353.5818,7155.115
1.781714,588178.3,302578.1,645739.4,472.5533,300.6581,385.6399
1.804251,434962.1,262133.8,322258.5,1400.908,276.7694,2153.829
1.810434,401190.2,206932.3,371216.2,457.4828,290.2031,344.0116
1.815097,360181,188139.8,429397.9,236.7633,274.0267,243.0451
1.828194,377598.8,242299.7,295111.5,162.384,252.3499,129.6772
1.87384,529307.8,261468.5,505247.2,1604.287,723.6203,616.0918
1.878709,346092.9,206412.6,436590.3,1738.653,518.1925,6095.46
1.881486,468025.4,242651.4,547576.8,8127.03,748.2905,10511.06
1.882091,439821.6,242237,387313.6,300.142,361.3383,304.787
1.888297,342529.1,176115.5,428501,2244.429,510.731,6041.386
1.891577,409473.8,218556.8,661698.8,5269.635,752.2278,6060.04
1.901897,345283.1,215480.2,266290.1,1049.878,415.5302,680.1783
1.907669,238754.5,113311.5,426206.6,2669.279,1525.218,1769.959
1.907749,488092.6,247150.4,599218.1,545.0451,669.8708,692.6388
1.915371,401679.5,202466.9,475272.8,437.2365,532.0981,466.6696
1.917314,334970.5,173890.1,511065.7,3488.852,178.472,1695.063
1.919646,410192.9,236277.4,287562,413.6132,357.637,232.5901
1.927566,301680.6,162747.2,285796.2,270.9595,363.1078,277.8164
1.939383,385774.5,184906.4,592714.1,528.3231,877.3926,903.1688
1.94808,574967.3,366166.1,388315.1,1024.912,165.7756,8740.305
1.952686,448296.9,241689.3,360149.4,1909.649,309.9776,3752.704
1.953291,299739.6,155485.1,397337,2051.182,503.4169,2196.357
1.955246,496731.5,252462.6,444387.9,599.0453,256.0807,451.4369
1.9556,509762.8,252387.5,608074.8,545.4138,273.4663,604.6636
1.958183,394520.3,200760,592049.3,646.0854,517.1898,662.8959
1.9664,536646.1,223305.6,657807.6,553.0522,837.0916,1359.723
1.96704,494851,274320.5,463519.1,566.5892,332.8341,765.4108
1.967943,631641.5,291393.8,671088,565.4832,448.4877,545.9152
1.974217,550101.8,245068.3,513920,2637.044,988.7109,1544.86
1.974251,327280.3,156660,635144.6,5684.472,563.8906,4032.835
1.977497,454076.3,233366.6,617130.4,5964.205,596.8039,2658.898
1.989977,461145.5,235625.6,534839.9,1158.217,716.5422,1590.219
1.989977,502319.3,278288.7,496331.3,263.2178,179.165,257.865
1.991657,352781.5,172649.1,327656.8,2438.576,246.4662,3798.594
1.997154,708380.8,339073.3,793159.7,431.9426,665.1963,228.476
2.025806,368921.8,209911.5,442742.4,344.336,243.8414,206.7845
2.030983,392156.3,221356.8,355293.1,1132.22,418.5826,2839.832
2.031909,442465.9,221805.9,508621.6,403.5269,357.578,351.6943
2.035657,555872.4,258890.2,567752.4,2308.958,491.3398,6021.317
2.052046,370212.4,176146.9,544499.2,1883.12,768.6549,5982.889
2.05952,404237.1,211610.6,492954.5,3772.906,583.326,16750.88
2.06384,316623.4,173277.4,418138.4,188.4846,307.7952,400.3564
2.067006,465470.9,225908.5,511804.7,379.1811,231.9118,385.5071
2.070309,441519.7,229233.8,523582.5,987.3984,428.3445,2903.226
2.080891,502133.7,276220,498527.9,402.5094,614.9711,444.3146
2.081714,730845.6,338432.7,711907.3,348.1258,352.8888,448.5909
2.089337,433823.3,205488.6,619977,3384.568,452.4987,7747.155
2.093017,355152.6,189421.1,453451.4,1114.23,302.4866,2193.024
2.095349,400937.4,201513.8,457469.9,337.1989,293.5947,508.0472
2.10296,728147.3,323630.7,788226.2,436.2484,458.0137,646.6457
2.118434,480927,267478.4,498055.1,1478.089,525.5361,2713.679
2.128114,351133,191165,498883.4,613.9389,254.8125,526.6715
2.129109,425124,212193,525315.9,4651.744,501.7801,7824.985
2.137372,448070,248544.8,400585.7,302,403.866,266.3882
2.151806,343493.3,196573.4,368981.3,216.0893,371.6458,361.2793
2.152731,576283.9,252128.8,761890.3,518.1777,595.1229,972.8293
2.170251,485321.8,234847.2,599711.6,403.807,280.5592,214.3492
2.170469,390625.5,195414.2,505196.5,532.8649,578.3123,389.2674
2.171314,456240.2,233205.3,500039.7,4253.481,438.1507,7475.355
2.178286,441449.2,221056.6,706344.1,5568.745,644.8762,23450.18
2.185429,586386.1,229682.9,728813.3,7610.563,774.4944,8930.205
2.188126,524996.3,228882.1,657269.3,1221.109,702.0468,3779.999
2.188411,511896.8,278227,587824.4,469.2207,342.2421,430.9104
2.19528,499375.3,225613.9,653394.9,1638.792,240.9807,3060.655
2.202652,562718.4,291721.9,649188.1,1310.471,515.6119,1206.865
2.204057,416650.4,239861.4,507629.4,1061.424,194.501,953.6152
2.212754,384600.6,200289.6,319760.5,251.7748,451.319,370.1122
2.231189,617667.9,308884.8,736736.3,629.0684,180.6986,416.1495
2.23328,303352.7,172178.7,342486.1,817.553,260.0916,447.1016
2.254766,402038.9,230894.7,348899.3,322.7035,370.8053,279.9546
2.265371,573180.4,293214.9,480451.9,528.441,388.0435,854.1085
2.271543,388866.5,221138.4,464488.8,2327.45,433.4614,8129.846
2.278708,610107.8,259608.2,749450.3,676.0789,444.7127,680.8271
2.284343,541382.8,315104.2,488756.8,493.6107,513.8571,412.6989
2.303509,531783.6,281277.9,577752.6,288.8465,704.8633,682.5672
2.30896,517830.4,257766.9,601746.1,410.2216,207.3891,207.8904
2.309657,561445.4,269050.9,667379.4,3882.986,617.7286,11512.29
2.319703,393078.9,201768,560886.2,1162.862,495.8817,3514.658
2.334469,442044,245891.5,459871,283.6559,313.5462,382.1155
2.33488,485684.8,240970.2,688631.5,5424.749,345.2208,1659.673
2.33904,364098.6,179188.8,561932.1,4186.18,401.7573,2071.31
2.339406,546745.1,268083.2,483985.5,2177.792,219.7316,3600.392
2.353669,367235.9,202612.5,425737.7,365.8506,445.1993,298.0923
2.35528,433040.8,228303,607002.9,647.6337,630.4987,577.9289
2.359406,420535.1,236236,458871.8,3317.532,610.739,2185.548
2.364446,653242.8,346514.6,744422.5,7428.375,657.4988,11230.01
2.367794,444128.2,242926.9,578561.5,2450.934,511.7632,2779.919
2.38168,428556.3,252371.8,480214.5,2577.897,726.5991,5778.183
2.382057,465515.1,240447.2,477279.1,418.4352,558.5231,329.472
2.395749,319589.3,151866.4,496796.8,688.0233,309.0486,621.312
2.396377,453634.3,187275.2,800787.4,394.7087,591.9819,271.0775
2.405189,402024.5,242540.5,396253,874.3992,225.7037,2212.666
2.431394,386329.3,187644.8,463530,1536.69,552.5952,1148.647
2.435429,521322.7,311707.2,553317.1,269.0867,428.9934,570.8655
2.44936,489102.4,221202.2,735099.6,671.0505,466.6107,568.9928
2.462194,494550.8,306753.4,400618.9,1902.069,299.7144,5504.112
2.468309,286911.9,144519.2,409145.3,376.3056,332.4654,418.3025
2.468834,345791.1,175420,490668.3,249.6956,571.7503,817.7151
2.473783,413939.9,212632,451069.4,265.8868,170.4353,214.4525
2.474274,295748.3,164935.7,467640.4,405.6356,240.553,247.0266
2.474846,383387.8,199011.7,572464.6,719.2997,576.6165,434.0955
2.475931,302846,162834.6,343871.6,1347.129,258.617,6037.051
2.479372,558247.4,290319.7,611316.3,7595.241,823.3924,9501.527
2.482891,410797.2,201743.4,562296.3,341.0624,353.9063,426.0884
2.490914,554196.4,278737.8,513486,2106.524,587.0568,4531.917
2.49408,328709.6,213321.9,354812.9,241.6885,305.6128,410.0889
2.512914,562086.6,317507.7,555076.3,1218.676,313.6052,1243.804
2.5184,359028.3,209589,462036.7,1382.623,305.7455,1568.085
2.5212,502405,292270.7,426667.3,247.0118,371.9113,259.2068
2.536628,562934.7,329743.7,458656.6,386.5688,336.4026,269.4406
2.539349,522922.4,271122.9,626583.1,1151.522,503.5349,1757.956
2.539932,260157,145432,356974.6,1146.715,310.7297,939.3409
2.552811,657500.4,298080.2,870746.9,460.8892,705.7923,743.0115
2.555429,587953.9,278451,690152.3,1176.281,824.5131,1111.059
2.558606,433201.9,230582.2,430560.5,648.1498,439.2124,1203.517
2.5776,435802.5,198597.3,557956.3,853.4449,872.5559,1297.081
2.579829,670403.9,393350.7,613889.8,706.1167,265.4002,1457.843
2.581303,341133.1,180727.7,305326.7,107.7202,129.7214,131.6531
2.596949,269606.2,151924.6,441640.3,4353.003,725.0065,3399.579
2.601326,344463.7,165957.1,460852.5,896.0612,578.2238,1225.327
2.616617,338228.4,198869.4,469149.2,4617.71,584.9775,4768.076
2.621383,387339,187864.3,437253,384.6076,427.4303,435.5406
2.640194,474179.1,268458.4,410368.6,636.6183,328.8674,1335.583
2.651749,364540.3,192058.7,405296.2,210.1318,497.0023,475.5026
2.673726,493428.1,222773.6,767030.3,396.1096,821.7851,806.9948
2.67856,562063.6,277640.2,473637.8,2188.807,476.0924,2529.737
2.690846,423505.3,217364,623787.5,1864.909,646.0411,2148.963
2.693383,499077.6,295989.1,324384.8,2342.373,176.2011,6316.74
2.699623,338903.7,154294.6,619331.7,484.7336,787.3677,840.5716
2.699703,326273.6,194731,366849,1863.7,310.2283,1653.303
2.713143,401723.6,212785.4,427951.8,3278.912,328.3513,2658.529
2.714366,419053.9,240404.6,349175.9,1201.364,272.0802,2606.682
2.719109,331600.2,184654.4,555035.8,2366.556,1340.671,3352.569
2.738846,617403.1,263140.7,583814.1,465.8144,428.3298,724.2692
2.749166,365225.3,185484.3,463429.1,1922.006,251.0375,2078.875
2.759531,277772.9,152137.4,424116.8,348.4207,322.2759,254.9452
2.776674,377518.3,209620.3,463398.9,1111.531,259.428,916.2043
2.78472,451961.3,225659.8,659482.8,10087.04,640.6883,7543.615
2.788937,416993.3,203146.7,478072.8,942.2754,363.1668,912.9307
2.79456,530625.6,262137.1,611569.9,3750.359,618.6577,11717.14
2.8072,338103.8,180445.4,463863.5,433.2697,376.2318,397.3777
2.833463,460636.6,242351.2,453955.7,402.8338,275.457,366.234
2.841669,471738.6,204495.2,764486.6,1471.277,558.0217,1640.193
2.842891,301704.1,153358.2,464347.7,2760.469,469.1175,13293.47
2.843646,443789.2,249618.9,446544.5,367.915,600.0923,386.2444
2.845749,345733.2,172683.8,435190.1,1136.968,465.4015,1093.172
2.852091,589168.4,268032.8,728981.8,410.2806,400.1648,260.6372
2.852731,684218.6,286665.1,698714.4,510.1706,560.0714,569.7301
2.85872,341300.3,185417.1,439420.5,2182.628,422.6378,3412.792
2.865223,328364.8,180157.6,407454.3,337.8773,245.3455,226.7654
2.884114,585488.9,310691.4,632307.9,2483.714,581.6302,7971.104
2.887429,566992.1,297420.5,694381.6,450.6406,466.0208,406.2107
2.925783,336990.3,173018.7,334887.2,289.2004,229.2575,208.3328
2.934697,497625.3,216930.6,625094.3,801.4797,782.6489,1130.273
2.947669,579527.3,286601.3,534864.6,421.1042,320.1377,1051.352
2.950834,683117.2,305467.7,719380.2,3150.827,759.1289,8749.212
2.952686,457312.5,243549.6,614334.1,355.8822,475.4731,489.3934
2.966251,416411.7,211326.1,403106.7,2157.855,325.4463,2718.221
2.967703,508970.8,243887.8,755355.9,5294.275,834.0538,5402.217
2.999554,368306.6,184849.3,404650.6,1146.863,415.8694,924.4622
3.00584,363004.7,192346.6,516722.8,3991.62,588.3102,3864.819
3.023669,395606.6,237306.7,340508.4,237.4564,354.1422,326.1689
3.027349,328963,149589.4,648923,647.2503,1464.125,1314.467
3.037292,365963,196841.1,350585.3,172.662,241.9834,152.4746
3.038457,402786,186726.4,550554.4,4967.59,697.2543,9311.952
3.040663,278039.8,140249.8,320889.2,1394.656,353.803,8489.282
3.044377,307758.3,173640.3,438821.5,5670.33,877.8792,6075.597
3.048583,636029.4,282698.1,862499.8,5674.282,768.1388,19220.86
3.052811,353751.1,204274.6,379027.5,332.8488,227.6207,274.5575
3.070377,371225,231997.9,317474.7,352.8445,269.5144,251.996
3.084708,564907,258146.6,573977.2,461.9656,539.5449,377.3968
3.101577,279719.7,152920.3,335724.2,228.8004,209.0554,395.0774
3.102674,542953.8,228926.9,543840.7,1342.75,436.6908,2490.822
3.103931,334581,171766.6,479437.2,2613.716,942.0247,3366.445
3.10616,386319.7,208697.4,402349,801.5239,442.1911,768.4189
3.112046,342211.4,207362.4,571152.3,7072.33,585.4199,6097.54
3.12944,296304.4,150259.2,503789.4,2345.175,445.2583,1609.639
3.134537,381387.7,200064.5,372785.9,277.8901,179.7254,200.016
3.141143,340196.2,201726.6,301416.6,218.6993,314.0623,252.7186
3.149292,322171.2,165403.8,445762.8,785.6719,359.8932,689.026
3.15032,432278,210222.9,446229.4,268.2167,367.5759,333.2912
3.159371,487530.4,271214.7,409366.5,115.226,119.4434,264.1173
3.161543,377204.9,200928,503565.2,3092.61,529.4585,4194.143
3.161966,318152.8,166997.6,291293.7,265.5919,264.5154,237.7513
3.162411,324103,182103,307508.3,247.6164,294.1404,265.3412
3.169406,564078.8,286012.2,614702.6,609.3234,189.738,544.6175
3.171977,448160.2,234898.7,491071.1,291.3828,381.4077,378.0604
3.187406,312925.8,166914.7,377364.1,2347.844,346.2088,768.3895
3.197177,313651,201619,377821.1,473.6445,521.009,464.1038
3.2012,393946.1,176432.5,513795.6,2848.724,799.5922,10623.71
3.204114,420983.8,186209,539127,4023.427,592.7045,11932.98
3.210594,292647.3,151453.1,362201.5,3197.042,499.6272,2540.03
3.210994,637862.9,341154.3,731468.1,533.0566,497.7397,527.9987
3.218709,587606.8,305450.9,759199.4,1918.098,717.2795,3143.764
3.222217,555312.8,275561.4,664207.5,387.144,200.3404,398.528
3.224663,446385,232419,489535.2,7521.422,318.8401,11383.47
3.234697,550689.3,282288.2,457523.8,497.8429,257.7912,267.7743
3.24064,427149.1,206836,507143.8,2107.01,384.1063,3117.501
3.264103,519084.9,231277.8,582183,7717.56,295.6739,5615.121
3.283806,305260,181657.3,356973.8,235.908,120.4903,178.0738
3.290823,422727.6,215280.8,346286.8,1071.009,144.7771,705.5121
3.296686,438862.2,238365.1,532955,192.1416,212.4765,259.3396
3.307451,516275.9,227809.1,708357.4,591.1119,593.4123,465.5784
3.312572,468020.8,272449,655186.2,6318.495,878.4691,6688.799
3.316183,526682,304384.7,618364.3,4371.125,663.1613,12257.76
3.324937,398168.3,218554.6,353191.9,275.2211,274.6018,263.6307
3.325017,374555.8,222387.2,372516.6,810.7402,151.0885,512.7512
3.331543,313502.7,159031,322935.6,107.0861,325.5053,312.1748
3.338194,528368.1,233699.2,731740.4,3598.858,461.5527,5602.513
